team_placement,player_dist_walk,player_dmg,player_dist_ride,player_survive_time,game_size,party_size,player_kills
1,3632.021,100,1796.98145,29.0,27,4,0
1,2623.19824,286,2553.48584,31.0,28,4,2
1,3485.69678,1312,2492.77686,31.0,28,4,13
1,2144.68042,336,3291.421,31.0,28,4,3
1,2489.005,154,3010.453,30.0,28,4,2
1,2651.593,468,2513.7998,31.0,28,4,3
1,5279.74756,373,0.0,31.0,13,4,2
1,4884.18457,250,459.098877,31.0,13,4,2
1,3937.135,455,1192.93018,31.0,13,4,5
1,3830.20313,100,0.0,31.0,25,4,1
1,4028.6543,238,0.0,31.0,25,4,3
1,3384.54663,76,663.5731,31.0,25,4,0
1,4671.451,275,550.1315,31.0,13,4,3
1,3895.586,23,1900.69629,29.0,27,4,0
1,2460.83,68,2965.92847,30.0,28,4,0
1,3775.63,661,4212.573,30.0,27,4,4
1,4049.61865,668,3903.18335,31.0,28,4,7
1,3025.632,918,3995.24976,31.0,28,4,9
1,2964.07813,358,0.0,29.0,28,4,1
1,3669.18774,156,0.0,29.0,28,4,5
1,3585.83228,245,0.0,29.0,28,4,1
1,4373.0214799999985,452,4999.917,30.0,27,4,3
1,1671.53345,0,2.91997242,30.0,27,4,0
1,3944.54932,173,5873.55566,30.0,27,4,0
1,2061.39746,156,977.751038,27.0,26,4,2
1,1295.846,59,183.341492,27.0,26,4,1
1,3819.56665,314,0.0,32.0,28,4,3
1,3294.26025,587,0.0,32.0,28,4,3
1,4235.05371,403,0.0,32.0,28,4,4
1,4189.23145,1999,2739.0752,27.0,26,4,18
1,3799.692,491,3002.6911600000008,25.0,26,4,3
1,2522.24878,559,5123.07764,32.0,28,4,6
1,2013.48816,26,5120.7085,32.0,28,4,0
1,4634.76465,67,893.853333,30.0,27,4,1
1,2069.419,56,5470.32373,30.0,27,4,0
1,1719.24841,20,2673.01685,31.0,25,4,0
1,1715.20483,0,2711.92,31.0,25,4,0
1,2217.65674,799,3004.02466,31.0,25,4,6
1,2219.08,83,6020.745,30.0,27,4,0
1,255.1275,145,4058.55151,30.0,27,4,1
1,2334.7307100000007,1293,4999.447,30.0,27,4,14
1,1956.40662,11,2390.83057,15.0,27,4,0
1,3548.24438,98,2564.6936,31.0,27,4,1
1,4143.411,53,2934.902,31.0,27,4,0
1,4137.83838,432,2650.76685,31.0,27,4,4
1,2293.08838,424,5459.86,31.0,27,4,4
1,2586.36987,1126,5097.01074,32.0,28,4,9
1,2621.16333,368,4203.701,30.0,27,4,2
1,4372.01758,1009,1847.17908,30.0,26,4,9
1,5350.011,657,0.0,31.0,23,4,5
1,5220.0932600000015,173,0.0,31.0,23,4,2
1,4036.93628,486,0.0,29.0,25,4,1
1,4619.3457,1277,472.0245,29.0,25,4,15
1,3862.28564,222,392.3414,29.0,28,4,0
1,3773.26563,165,0.0,29.0,28,4,4
1,3517.8340000000007,1273,0.0,29.0,28,4,10
1,3336.04272,0,174.300552,36.0,26,4,0
1,3859.68384,875,0.0,36.0,26,4,12
1,3664.62817,0,193.974945,36.0,26,4,0
1,3408.528320000001,0,0.0,25.0,26,4,0
1,2768.00415,310,4719.6972700000015,29.0,29,4,2
1,3346.27881,137,4082.76929,29.0,29,4,0
1,5667.1123,113,1524.8101800000004,29.0,29,4,3
1,3594.5752,426,4143.498,29.0,29,4,6
1,1804.99316,100,0.0,30.0,26,4,0
1,2376.36255,604,4.621019,30.0,26,4,3
1,2252.5974100000008,225,0.0,30.0,26,4,2
1,2175.28369,465,0.0,30.0,26,4,5
1,3107.67871,1,3837.79224,29.0,28,4,0
1,2909.376,198,4079.07568,29.0,28,4,1
1,3159.40625,71,4371.589,29.0,28,4,1
1,3127.39355,193,698.831665,29.0,27,4,1
1,3155.91528,989,1048.2323,29.0,27,4,8
1,3010.87744,0,694.553345,29.0,27,4,0
1,3642.11646,378,1365.29565,29.0,25,4,6
1,2880.87158,345,1528.34045,31.0,25,4,3
1,3196.94458,685,1309.86072,31.0,25,4,7
1,2683.45752,645,1500.63525,31.0,25,4,3
1,2448.0205100000007,8,6081.3780000000015,29.0,27,4,0
1,2088.077,1806,6291.473000000001,29.0,27,4,14
1,2389.544,73,6155.40039,29.0,27,4,0
1,2211.031,261,6199.98438,29.0,27,4,4
1,2936.6455100000007,220,1196.859,31.0,25,4,2
1,5067.767,152,0.0,31.0,23,4,0
1,3447.00757,189,0.0,29.0,25,4,1
1,4436.5083,1,0.0,32.0,27,4,2
1,3073.45752,418,0.0,30.0,27,4,5
1,3134.71,332,0.0,30.0,27,4,5
1,3028.52686,101,0.0,30.0,27,4,1
1,2374.85742,81,6502.897,29.0,28,4,1
1,2462.33521,17,6756.453,29.0,28,4,0
1,3726.15942,150,4967.206,29.0,28,4,1
1,4726.2714799999985,3,860.625366,30.0,29,4,0
1,4538.71045,570,890.4775,30.0,29,4,7
1,4690.8222700000015,107,1030.8219,30.0,29,4,0
1,4466.31348,261,1741.69067,30.0,29,4,2
1,25.59074,0,0.0,31.0,27,4,0
1,5260.33252,655,0.0,31.0,27,4,5
1,810.7152,0,1497.26465,31.0,28,4,0
1,2214.45117,120,4316.9043,31.0,28,4,0
1,1607.28333,97,4521.34,31.0,28,4,1
1,2538.97949,206,3525.454,31.0,28,4,3
1,1059.27075,688,0.0,31.0,27,4,4
1,4621.10547,1203,0.0,32.0,27,4,8
1,4447.95,693,0.0,32.0,27,4,8
1,1744.71655,741,7833.615,29.0,28,4,9
1,1914.62207,311,7630.311,29.0,28,4,3
1,999.809448,123,7873.083,29.0,28,4,1
1,1815.11255,653,7548.790529999998,29.0,28,4,7
1,4416.10156,21,0.0,32.0,27,4,1
1,2214.6377,624,4625.898,32.0,27,4,2
1,17.3697357,0,0.0,1.0,27,4,0
1,5612.01,191,1708.6391600000004,32.0,27,4,3
1,1995.37708,196,3427.41333,29.0,27,4,1
1,2310.434,250,2540.45776,29.0,27,4,3
1,2335.14185,116,2625.7392600000007,29.0,27,4,0
1,5061.503,289,0.0,31.0,27,4,3
1,159.6193,300,0.0,4.0,27,4,3
1,4750.44043,389,2279.27759,30.0,26,4,3
1,5583.30957,855,1413.26953,31.0,28,4,9
1,2836.13135,172,3754.686,31.0,28,4,1
1,3742.64258,0,2714.41479,30.0,26,4,0
1,4244.547000000001,958,3185.92822,30.0,28,4,9
1,497.35495,0,0.0,6.0,28,4,0
1,2892.86035,481,4590.011,30.0,28,4,2
1,4537.915529999998,160,1769.58557,31.0,23,4,1
1,3634.80347,1477,2473.243,31.0,23,4,12
1,3891.25439,0,1918.56287,31.0,23,4,0
1,4001.22778,547,3060.93823,31.0,28,4,4
1,3741.10278,181,3678.386,31.0,28,4,1
1,4070.4040000000014,279,3053.05835,31.0,28,4,5
1,126.091866,0,0.0,31.0,28,4,0
1,3261.52979,232,7078.12,31.0,28,4,4
1,2879.04785,259,6067.623000000001,31.0,28,4,2
1,3254.6091300000007,793,5637.696999999999,31.0,28,4,6
1,2279.224,157,6127.72949,31.0,28,4,1
1,3051.94629,463,2430.42529,31.0,28,4,4
1,2961.11475,257,3089.59814,31.0,28,4,2
1,3776.259,321,2686.03442,31.0,23,4,4
1,3536.1240000000007,222,2760.1455100000007,31.0,23,4,3
1,3186.8540000000007,77,2656.8252,31.0,23,4,0
1,2925.253,300,6145.802,31.0,26,4,3
1,255.955978,104,0.0,31.0,26,4,1
1,67.11567,29,0.0,31.0,26,4,0
1,3331.76123,177,11509.8623,30.0,26,4,3
1,4288.9785200000015,201,0.0,31.0,24,4,1
1,2826.29883,321,0.0,31.0,28,4,2
1,2224.47314,3,4133.638,31.0,28,4,0
1,2591.76318,170,0.0,31.0,28,4,1
1,2203.11035,51,0.0,31.0,28,4,0
1,4085.74072,767,2151.782,31.0,28,4,6
1,3415.50757,983,2614.14014,31.0,28,4,8
1,4327.26563,734,0.0,31.0,24,4,8
1,3121.21729,294,2588.14233,31.0,23,4,3
1,2476.80615,846,12379.38,30.0,26,4,9
1,3580.6555200000007,24,288.069336,31.0,27,4,0
1,3467.92,384,1408.51184,29.0,25,4,1
1,4066.33716,569,1605.73193,29.0,25,4,6
1,5504.8409999999985,521,8.292987,29.0,25,4,6
1,1466.2666,261,7955.70068,30.0,28,4,2
1,2500.19434,537,8491.883,30.0,28,4,5
1,2960.59961,139,8807.02,30.0,28,4,1
1,899.475342,81,0.0,32.0,28,4,0
1,1158.66418,0,0.0,32.0,28,4,0
1,3093.431,630,6479.397,32.0,28,4,6
1,401.050537,56,396.275269,4.0,28,4,0
1,2673.1767600000007,844,2394.5332,32.0,27,4,5
1,1913.403,56,4418.268,32.0,27,4,2
1,2248.89917,175,3241.22437,32.0,27,4,1
1,2285.841,143,2352.9812,32.0,27,4,2
1,4566.901370000001,285,0.0,34.0,27,4,3
1,4230.41,339,0.0,34.0,27,4,5
1,4490.41943,314,0.0,34.0,27,4,3
1,3296.203,215,0.0,31.0,27,4,1
1,3750.62866,478,0.0,31.0,27,4,4
1,1740.96838,518,3258.42822,29.0,30,4,2
1,1598.84619,1610,3344.055,29.0,30,4,14
1,1760.01563,652,3316.21631,29.0,30,4,3
1,1370.54175,481,1913.49182,29.0,25,4,5
1,3203.69556,22,2897.85742,30.0,26,4,0
1,2472.7,0,3265.3557100000007,29.0,25,4,0
1,2410.09668,0,1921.1272,29.0,25,4,0
1,2667.2063,91,2756.78687,30.0,27,4,1
1,3332.86816,468,2490.49365,30.0,27,4,6
1,2969.12524,190,2675.2341300000007,30.0,27,4,0
1,3285.07837,302,2718.456,30.0,27,4,1
1,4894.15332,304,0.0,34.0,27,4,2
1,3249.34351,953,1667.60974,29.0,25,4,8
1,2916.57837,35,3594.329,28.0,27,4,0
1,2901.18652,690,4404.63135,30.0,21,4,8
1,3460.46436,760,3114.92871,30.0,21,4,6
1,1450.5592,459,600.4147,29.0,28,4,4
1,4097.57471,1524,1645.46887,29.0,28,4,13
1,2898.53833,0,6451.9614299999985,31.0,26,4,0
1,2600.809,1757,4719.61426,31.0,26,4,16
1,2752.27319,75,4820.290529999998,31.0,26,4,1
1,20.745779,0,0.0,2.0,26,4,0
1,3232.00073,406,2189.20459,32.0,25,4,3
1,3045.19165,125,2161.91357,32.0,25,4,1
1,1303.563,46,0.0,9.0,25,4,0
1,3019.48755,507,3293.7627,32.0,25,4,3
1,4128.47949,528,926.4129,29.0,27,4,5
1,190.195816,47,0.0,29.0,27,4,0
1,4187.66455,148,917.720642,29.0,27,4,1
1,4226.139,405,912.127,29.0,27,4,5
1,3563.08179,865,3457.67554,30.0,27,4,12
1,4315.1035200000015,475,2590.55664,30.0,27,4,4
1,14.977605800000005,181,0.0,30.0,27,4,1
1,4629.768,151,0.0,30.0,27,4,2
1,4654.812,981,0.0,30.0,27,4,10
1,4700.86328,539,1130.56653,31.0,27,4,2
1,3717.876,709,1375.24573,31.0,27,4,5
1,4753.833,417,968.8622,31.0,27,4,4
1,1795.23682,5,4089.94751,16.0,26,4,0
1,4373.99463,52,1256.14246,29.0,28,4,0
1,3250.97852,346,2603.407,32.0,26,4,2
1,3130.26,954,4478.56543,32.0,26,4,10
1,2246.15869,144,2523.276,36.0,27,4,1
1,2868.32837,287,2502.34839,36.0,27,4,3
1,2679.343,289,2507.637210000001,36.0,27,4,3
1,2085.94,21,2500.1716300000007,36.0,27,4,0
1,3659.96167,624,3877.755,30.0,27,4,6
1,3112.012,902,5889.51367,32.0,26,4,6
1,3614.3147,716,4291.857,30.0,21,4,8
1,2524.22559,207,1083.418,32.0,29,4,0
1,1644.50818,330,9243.615,28.0,26,4,2
1,2987.42383,251,4221.686,30.0,21,4,3
1,3513.5437,160,1734.674,32.0,27,4,1
1,4655.035,2019,0.0,32.0,27,4,15
1,1948.67407,251,347.58075,14.0,27,4,1
1,4478.38,311,718.4073,32.0,27,4,1
1,4090.066,349,3198.79785,30.0,26,4,2
1,4028.762,773,3213.63281,30.0,26,4,8
1,4307.4067399999985,442,3659.28418,30.0,26,4,3
1,3821.64771,77,5761.339,30.0,25,4,2
1,3359.522,246,7147.41748,30.0,25,4,2
1,1324.0033,16,6675.435,30.0,25,4,0
1,3492.53,402,5905.866,30.0,25,4,2
1,2034.11426,24,4264.64551,30.0,28,4,0
1,2452.31226,178,4058.78247,30.0,28,4,0
1,2253.8833,93,4334.57031,30.0,28,4,1
1,472.9874,27,0.0,3.0,28,4,0
1,3879.87622,416,2389.7373,29.0,27,4,4
1,1453.06812,408,12129.2451,28.0,26,4,3
1,1341.2476800000004,839,14799.8574,28.0,26,4,7
1,2063.28857,502,10367.7939,28.0,26,4,5
1,2665.48242,582,1597.38879,32.0,29,4,4
1,5553.58,1633,1258.0741,27.0,29,4,20
1,3010.64,177,3271.68652,27.0,29,4,2
1,3217.43774,484,1130.41138,32.0,29,4,3
1,2735.981,463,3754.61743,27.0,29,4,1
1,2355.00586,100,3115.26563,31.0,26,4,1
1,3209.63867,89,4424.81445,31.0,26,4,0
1,4067.43677,392,3340.26318,31.0,26,4,2
1,2744.6394,146,3693.3584,29.0,27,4,1
1,3134.82031,958,4015.93457,29.0,27,4,8
1,1951.90967,91,3743.94,29.0,27,4,0
1,2982.44434,553,5260.785,31.0,26,4,6
1,3247.5959999999995,102,2753.13062,31.0,28,4,0
1,2749.685,345,4804.271,28.0,27,4,4
1,2819.684,342,5406.69043,30.0,27,4,1
1,3605.445,548,4793.53369,31.0,32,4,6
1,3347.9353,1132,4524.552,31.0,32,4,11
1,2278.846,518,2291.45947,31.0,28,4,3
1,2824.06,720,1379.93433,31.0,28,4,5
1,2763.6890000000008,651,1672.53687,31.0,28,4,6
1,2366.80835,212,2476.43628,29.0,28,4,2
1,2418.57056,103,2003.9613,29.0,28,4,0
1,2678.5625,465,1645.67981,29.0,28,4,2
1,2686.9384800000007,100,1300.247,29.0,28,4,1
1,3073.49438,454,1961.55591,31.0,27,4,5
1,2841.99976,522,2004.12378,31.0,27,4,3
1,4355.6245100000015,477,964.6445,31.0,27,4,4
1,849.2289999999998,77,4272.64941,32.0,26,4,1
1,2997.90381,657,6244.81641,32.0,26,4,6
1,2218.28931,21,5856.48242,32.0,26,4,0
1,508.657745,102,4063.22437,32.0,26,4,0
1,5668.417,60,4789.016,30.0,24,4,0
1,2732.66724,1556,4105.6333,29.0,27,4,15
1,1997.39636,476,6030.022,30.0,27,4,5
1,3693.12183,87,2585.74316,30.0,27,4,1
1,1646.396,365,4192.459470000002,30.0,27,4,2
1,318.775116,0,0.0,3.0,27,4,0
1,3668.9553200000014,145,2626.2793,32.0,26,4,2
1,144.129837,18,0.0,3.0,32,4,0
1,3430.12939,1,2968.80444,32.0,26,4,0
1,3874.61255,392,202.800034,31.0,29,4,3
1,3780.124,411,476.8564,31.0,29,4,3
1,3965.5888700000014,605,202.298218,31.0,29,4,11
1,3433.8928200000005,597,7204.34326,30.0,24,4,7
1,3356.56372,213,4131.696,30.0,24,4,1
1,3518.06445,316,5093.566,30.0,24,4,2
1,3871.2678200000014,289,3300.95557,32.0,26,4,2
1,1930.0437,254,4824.089,29.0,27,4,2
1,4464.412,705,3223.04248,31.0,32,4,4
1,4045.20654,423,2414.375,29.0,28,4,3
1,4298.547360000001,1007,3187.2356,29.0,26,4,9
1,3333.01855,503,3954.05029,29.0,26,4,6
1,4423.95,205,2822.1420000000007,29.0,26,4,1
1,3348.1438,266,3094.4397,31.0,28,4,3
1,116.669434,19,0.0,4.0,31,4,0
1,2235.78979,570,2294.4834,31.0,31,4,5
1,1984.26062,538,2139.492,31.0,31,4,5
1,2099.22583,255,2199.57739,31.0,31,4,4
1,3975.48584,556,1942.36487,30.0,27,4,6
1,3282.97949,8,1892.971,30.0,27,4,0
1,5211.06055,453,268.897,30.0,27,4,3
1,3839.08936,575,1985.67224,30.0,27,4,7
1,561.3657,125,0.0,31.0,26,4,1
1,2941.34,365,3398.40259,31.0,26,4,4
1,3134.10645,461,3060.57373,31.0,26,4,5
1,4278.469,214,0.0,32.0,27,4,3
1,4192.54541,200,0.0,32.0,27,4,2
1,3119.4165,374,3579.055,29.0,28,4,3
1,3032.691,218,3917.58,29.0,28,4,1
1,2511.5603,233,4608.938,30.0,29,4,2
1,1756.74707,165,3278.9072300000007,30.0,29,4,2
1,2133.073,101,5010.197,30.0,29,4,2
1,2425.94067,333,4806.655,30.0,29,4,3
1,2883.38354,213,4144.649,29.0,28,4,1
1,4311.72363,242,1489.38074,29.0,28,4,2
1,3251.53,571,3424.9028299999995,32.0,26,4,5
1,3207.916,292,3750.82617,32.0,26,4,3
1,3448.52979,618,3405.001,32.0,26,4,5
1,4350.141,113,1388.9669199999996,25.0,28,4,0
1,5113.41,541,1382.46167,29.0,28,4,4
1,4328.12354,668,0.0,32.0,27,4,7
1,5131.1709999999985,156,745.473267,29.0,28,4,0
1,3953.92725,486,3734.36816,28.0,27,4,5
1,2572.63184,21,4478.95654,29.0,27,4,0
1,3042.18262,110,4121.5722700000015,29.0,20,4,0
1,3629.3396,385,0.0,32.0,27,4,1
1,3229.33032,373,3732.27686,31.0,28,4,3
1,2045.4397,844,5772.404,31.0,28,4,7
1,83.8993454,100,0.0,31.0,28,4,1
1,2680.7705100000007,324,1594.87952,31.0,25,4,2
1,2215.13916,386,1594.042,31.0,25,4,1
1,2038.06348,695,1693.10193,31.0,25,4,6
1,2533.7627,299,1687.15588,31.0,25,4,1
1,2689.998,336,6019.54,29.0,28,4,2
1,1722.519,128,2612.87939,16.0,28,4,0
1,3067.37256,485,5246.355,29.0,28,4,2
1,3454.47021,367,5449.64355,29.0,28,4,4
1,2645.91187,196,3108.117,32.0,27,4,1
1,2425.72437,392,3057.68726,32.0,27,4,3
1,2887.04565,338,2958.61279,32.0,27,4,3
1,3340.11035,106,2233.67139,31.0,26,4,3
1,5469.344,1246,484.2129,31.0,26,4,11
1,3558.3894,192,2344.28125,30.0,27,4,2
1,3430.83154,939,2546.663,29.0,26,4,6
1,2559.2627,13,3050.90063,29.0,26,4,1
1,4272.18,1212,1495.40466,29.0,26,4,10
1,2869.8017600000007,42,3398.40259,29.0,26,4,1
1,2542.7395,0,2322.13818,30.0,25,4,0
1,3416.2221700000005,322,0.0,32.0,27,4,3
1,2942.5293,305,3355.50464,30.0,25,4,3
1,3499.70435,158,2589.2966300000007,30.0,27,4,1
1,2817.62256,722,5619.84,33.0,27,4,5
1,1826.85059,344,5123.78027,33.0,27,4,2
1,2665.84253,806,4560.168,33.0,27,4,6
1,2396.90479,81,4067.39917,33.0,27,4,1
1,3012.8938,95,2197.3916,31.0,26,4,1
1,3492.71069,302,2756.49561,30.0,27,4,3
1,2600.59888,1942,3197.20215,27.0,27,4,18
1,3364.3374,290,0.0,32.0,27,4,2
1,2875.32715,179,0.0,31.0,26,4,2
1,3128.4563,256,5017.606,29.0,20,4,4
1,2939.33716,570,4810.3335,29.0,20,4,4
1,2965.20117,308,0.0,31.0,26,4,1
1,2759.34375,357,354.9078,31.0,26,4,1
1,5024.6,296,156.867065,31.0,26,4,3
1,3378.43042,459,0.0,31.0,26,4,4
1,1126.3388699999996,0,0.0,31.0,26,4,0
1,3106.965,104,7418.7417,31.0,26,4,0
1,2530.71753,128,7828.2392599999985,31.0,26,4,1
1,3321.81323,1334,7028.808000000001,31.0,26,4,10
1,1531.42822,149,4985.8457,31.0,28,4,3
1,2356.966,125,7800.43262,31.0,28,4,0
1,3006.296,369,6195.058000000001,31.0,28,4,4
1,3225.30273,397,5631.4067399999985,31.0,28,4,5
1,2698.52637,482,0.0,29.0,27,4,3
1,3002.65942,229,0.0,29.0,27,4,0
